sample_name,tax_id,genus_name,taxon_name,aggregatescore,NT_r,NT_rpm,NT_zscore,NR_r,NR_rpm,NR_zscore
Yale-TB198,489632,Pseudomonas,Pseudomonas chengduensis,,841.0,131.158,,740.0,115.407,
Yale-TB198,712122,Actinomyces,Actinomyces sp. oral taxon 414,,114.0,17.7789,,18.0,2.8072,
Yale-TB198,2832643,"",Caudoviricetes sp.,,287.0,44.7592,,247.0,38.521,
Yale-TB198,1379,Gemella,Gemella haemolysans,,2.0,0.3119,,4.0,0.6238,
Yale-TB198,43675,Rothia,Rothia mucilaginosa,,44.0,6.862,,35.0,5.4584,
Yale-TB198,55565,Actinomyces,Actinomyces graevenitzii,,14.0,2.1834,,14.0,2.1834,
Yale-TB198,1318,Streptococcus,Streptococcus parasanguinis,,57.0,8.8895,,70.0,10.9169,
Yale-TB198,294,Pseudomonas,Pseudomonas fluorescens,,1.0,0.156,,11.0,1.7155,
Yale-TB198,1303,Streptococcus,Streptococcus oralis,,58.0,9.0454,,48.0,7.4859,
Yale-TB198,1852377,Actinomyces,Actinomyces pacaensis,,30.0,4.6787,,0,0,
Yale-TB198,1660,Schaalia,Schaalia odontolytica,,402.0,62.694,,81.0,12.6324,
Yale-TB198,301,Pseudomonas,Pseudomonas oleovorans,,858.0,133.81,,1580.0,246.409,
Yale-TB198,1313,Streptococcus,Streptococcus pneumoniae,,37.0,5.7704,,82.0,12.7883,
Yale-TB198,47671,Lautropia,Lautropia mirabilis,,30.0,4.6787,,25.0,3.8989,
Yale-TB198,178339,Pauljensenia,Pauljensenia hongkongensis,,8.0,1.2476,,0,0,
Yale-TB198,712633,Streptococcus,Streptococcus sp. oral taxon 431,,14.0,2.1834,,7.0,1.0917,
Yale-TB198,2047,Rothia,Rothia dentocariosa,,4.0,0.6238,,2.0,0.3119,
Yale-TB198,28449,Neisseria,Neisseria subflava,,26.0,4.0548,,16.0,2.4953,
Yale-TB198,544580,Actinomyces,Actinomyces oris,,191.0,29.7875,,159.0,24.7969,
Yale-TB198,28131,Prevotella,Prevotella intermedia,,14.0,2.1834,,6.0,0.9357,
Yale-TB198,641148,Neisseria,Neisseria sp. oral taxon 014,,18.0,2.8072,,6.0,0.9357,
Yale-TB198,706438,Actinomyces,Actinomyces sp. oral taxon 171,,19.0,2.9632,,6.0,0.9357,
Yale-TB198,77133,"",uncultured bacterium,,5.0,0.7798,,8.0,1.2476,
Yale-TB198,172042,Rothia,Rothia aeria,,2.0,0.3119,,2.0,0.3119,
Yale-TB198,1691904,Pseudomonas,Pseudomonas sediminis,,4140.0,645.655,,962.0,150.029,
Yale-TB198,78543,Pseudomonas,Pseudomonas migulae,,0,0,,1.0,0.156,
Yale-TB198,1747,Cutibacterium,Cutibacterium acnes,,0,0,,2.0,0.3119,
Yale-TB198,158836,Enterobacter,Enterobacter hormaechei,,2085.0,325.167,,1312.0,204.613,
Yale-TB198,712116,Actinomyces,Actinomyces sp. oral taxon 169,,33.0,5.1465,,0,0,
Yale-TB198,712623,Streptococcus,Streptococcus sp. oral taxon 061,,30.0,4.6787,,1.0,0.156,
Yale-TB198,300,Pseudomonas,Pseudomonas mendocina,,1324.0,206.485,,1261.0,196.66,
Yale-TB198,615,Serratia,Serratia marcescens,,3.0,0.4679,,3.0,0.4679,
Yale-TB198,1773,Mycobacterium,Mycobacterium tuberculosis,,0,0,,38.0,5.9263,
Yale-TB198,548,Klebsiella,Klebsiella aerogenes,,0,0,,30.0,4.6787,
Yale-TB198,573,Klebsiella,Klebsiella pneumoniae,,5806.0,905.477,,4947.0,771.511,
Yale-TB198,648,Aeromonas,Aeromonas caviae,,3.0,0.4679,,2.0,0.3119,
Yale-TB198,1177574,Prevotella,Prevotella jejuni,,8.0,1.2476,,5.0,0.7798,
Yale-TB198,1302,Streptococcus,Streptococcus gordonii,,5.0,0.7798,,6.0,0.9357,
Yale-TB201,488,Neisseria,Neisseria mucosa,,634.0,84.8089,,316.0,42.2707,
Yale-TB201,1302,Streptococcus,Streptococcus gordonii,,4824.0,645.297,,2921.0,390.736,
Yale-TB201,1313,Streptococcus,Streptococcus pneumoniae,,1692.0,226.335,,5747.0,768.765,
Yale-TB201,294,Pseudomonas,Pseudomonas fluorescens,,273.0,36.5187,,561.0,75.0438,
Yale-TB201,137732,Granulicatella,Granulicatella elegans,,76.0,10.1664,,67.0,8.9625,
Yale-TB201,1659,Actinomyces,Actinomyces israelii,,8505.0,1137.7,,4431.0,592.726,
Yale-TB201,77133,"",uncultured bacterium,,402.0,53.7747,,205.0,27.4224,
Yale-TB201,329,Ralstonia,Ralstonia pickettii,,0,0,,4.0,0.5351,
Yale-TB201,490,Neisseria,Neisseria sicca,,319.0,42.672,,512.0,68.4892,
Yale-TB201,1656,Actinomyces,Actinomyces viscosus,,1393.0,186.339,,7176.0,959.919,
Yale-TB201,28449,Neisseria,Neisseria subflava,,243.0,32.5056,,176.0,23.5432,
Yale-TB201,78331,Mycobacterium,Mycobacterium canetti,,162.0,21.6704,,178.0,23.8107,
Yale-TB201,216816,Bifidobacterium,Bifidobacterium longum,,8.0,1.0701,,113.0,15.1158,
Yale-TB201,296,Pseudomonas,Pseudomonas fragi,,2.0,0.2675,,2.0,0.2675,
Yale-TB201,1655,Actinomyces,Actinomyces naeslundii,,5123.0,685.293,,10122.0,1354.0,
Yale-TB201,1773,Mycobacterium,Mycobacterium tuberculosis,,36793.0,4921.73,,35954.0,4809.49,
Yale-TB201,1305738,Mycobacterium,Mycobacterium orygis,,26.0,3.478,,18.0,2.4078,
Yale-TB201,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,2.0,0.2675,,0,0,
Yale-TB201,1318,Streptococcus,Streptococcus parasanguinis,,799.0,106.881,,1660.0,222.055,
Yale-TB201,52773,Schaalia,Schaalia meyeri,,149.0,19.9314,,313.0,41.8694,
Yale-TB201,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,146.0,19.5301,,2.0,0.2675,
Yale-TB201,573,Klebsiella,Klebsiella pneumoniae,,48.0,6.4209,,2436.0,325.859,
Yale-TB201,1750,Arachnia,Arachnia propionica,,422.0,56.4501,,325.0,43.4746,
Yale-TB201,39778,Veillonella,Veillonella dispar,,279.0,37.3213,,112.0,14.982,
Yale-TB201,706438,Actinomyces,Actinomyces sp. oral taxon 171,,3954.0,528.919,,2502.0,334.688,
Yale-TB201,300,Pseudomonas,Pseudomonas mendocina,,70.0,9.3638,,28.0,3.7455,
Yale-TB201,712122,Actinomyces,Actinomyces sp. oral taxon 414,,8082.0,1081.11,,2489.0,332.949,
Yale-TB201,1056807,Morococcus,Morococcus cerebrosus,,193.0,25.8172,,116.0,15.5171,
Yale-TB201,1379,Gemella,Gemella haemolysans,,1235.0,165.203,,758.0,101.396,
Yale-TB201,28131,Prevotella,Prevotella intermedia,,360.0,48.1565,,263.0,35.181,
Yale-TB201,28132,Prevotella,Prevotella melaninogenica,,594.0,79.4582,,259.0,34.6459,
Yale-TB201,216778,Stenotrophomonas,Stenotrophomonas rhizophila,,5.0,0.6688,,0,0,
Yale-TB201,712116,Actinomyces,Actinomyces sp. oral taxon 169,,56763.0,7593.07,,8961.0,1198.69,
Yale-TB201,2827834,"",Siphoviridae sp. ctJ0s2,,8.0,1.0701,,0,0,
Yale-TB201,484,Neisseria,Neisseria flavescens,,29.0,3.8793,,67.0,8.9625,
Yale-TB201,38284,Corynebacterium,Corynebacterium accolens,,22.0,2.9429,,12.0,1.6052,
Yale-TB201,43675,Rothia,Rothia mucilaginosa,,14982.0,2004.11,,8207.0,1097.83,
Yale-TB201,480,Moraxella,Moraxella catarrhalis,,0,0,,1.0,0.1338,
Yale-TB201,712623,Streptococcus,Streptococcus sp. oral taxon 061,,271.0,36.2511,,7.0,0.9364,
Yale-TB201,729,Haemophilus,Haemophilus parainfluenzae,,238.0,31.8368,,162.0,21.6704,
Yale-TB201,28037,Streptococcus,Streptococcus mitis,,5486.0,733.851,,4798.0,641.819,
Yale-TB201,548,Klebsiella,Klebsiella aerogenes,,1.0,0.1338,,0,0,
Yale-TB201,172042,Rothia,Rothia aeria,,399.0,53.3734,,301.0,40.2642,
Yale-TB201,544580,Actinomyces,Actinomyces oris,,35069.0,4691.11,,54951.0,7350.69,
Yale-TB201,1177574,Prevotella,Prevotella jejuni,,80.0,10.7014,,28.0,3.7455,
Yale-TB201,1404864,Bradyrhizobium,Bradyrhizobium cosmicum,,1.0,0.1338,,0,0,
Yale-TB201,1660,Schaalia,Schaalia odontolytica,,4747.0,634.997,,1274.0,170.42,
Yale-TB201,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,0,0,,106.0,14.1794,
Yale-TB201,301,Pseudomonas,Pseudomonas oleovorans,,30.0,4.013,,103.0,13.7781,
Yale-TB201,2789425,Actinomyces,Actinomyces sp. HMT 175,,2983.0,399.03,,496.0,66.3489,
Yale-TB201,303,Pseudomonas,Pseudomonas putida,,145.0,19.3964,,1525.0,203.996,
Yale-TB201,55565,Actinomyces,Actinomyces graevenitzii,,13.0,1.739,,45.0,6.0196,
Yale-TB201,178339,Pauljensenia,Pauljensenia hongkongensis,,1714.0,229.278,,574.0,76.7828,
Yale-TB201,641148,Neisseria,Neisseria sp. oral taxon 014,,44.0,5.8858,,13.0,1.739,
Yale-TB201,1689,Bifidobacterium,Bifidobacterium dentium,,271.0,36.2511,,223.0,29.8303,
Yale-TB201,1747,Cutibacterium,Cutibacterium acnes,,8.0,1.0701,,148.0,19.7977,
Yale-TB201,287,Pseudomonas,Pseudomonas aeruginosa,,327157.0,43763.1,,301221.0,40293.7,
Yale-TB201,200451,Pseudomonas,Pseudomonas poae,,1.0,0.1338,,2.0,0.2675,
Yale-TB201,712633,Streptococcus,Streptococcus sp. oral taxon 431,,222.0,29.6965,,52.0,6.9559,
Yale-TB201,1303,Streptococcus,Streptococcus oralis,,13107.0,1753.3,,10115.0,1353.06,
Yale-TB201,1852377,Actinomyces,Actinomyces pacaensis,,11.0,1.4715,,0,0,
Yale-TB201,2832643,"",Caudoviricetes sp.,,2127.0,284.525,,1791.0,239.578,
Yale-TB201,1304,Streptococcus,Streptococcus salivarius,,2637.0,352.746,,1962.0,262.453,
Yale-TB201,47671,Lautropia,Lautropia mirabilis,,58.0,7.7585,,36.0,4.8157,
Yale-TB201,615,Serratia,Serratia marcescens,,2.0,0.2675,,1.0,0.1338,
Yale-TB201,470565,Prevotella,Prevotella histicola,,85.0,11.3703,,118.0,15.7846,
Yale-TB201,29466,Veillonella,Veillonella parvula,,1874.0,250.681,,735.0,98.3195,
Yale-TB201,727,Haemophilus,Haemophilus influenzae,,15.0,2.0065,,33.0,4.4143,
Yale-TB201,28151,Serratia,Serratia proteamaculans,,0,0,,2.0,0.2675,
Yale-TB201,190721,Ralstonia,Ralstonia insidiosa,,2.0,0.2675,,0,0,
Yale-TB201,158836,Enterobacter,Enterobacter hormaechei,,0,0,,17.0,2.2741,
Yale-TB201,161899,Corynebacterium,Corynebacterium singulare,,1.0,0.1338,,0,0,
Yale-TB201,2056231,Pseudomonas,Pseudomonas qingdaonensis,,37.0,4.9494,,0,0,
Yale-TB201,2047,Rothia,Rothia dentocariosa,,5543.0,741.476,,3976.0,531.862,
Yale-TB201,2610896,Streptococcus,Streptococcus sp. LPB0220,,685.0,91.6311,,18.0,2.4078,
Yale-TB190,727,Haemophilus,Haemophilus influenzae,,495.0,50.3677,,1208.0,122.918,
Yale-TB190,1303,Streptococcus,Streptococcus oralis,,3195.0,325.101,,3003.0,305.564,
Yale-TB190,39778,Veillonella,Veillonella dispar,,1403.0,142.759,,422.0,42.9398,
Yale-TB190,47671,Lautropia,Lautropia mirabilis,,18611.0,1893.73,,13595.0,1383.33,
Yale-TB190,2025658,Pseudomonas,Pseudomonas sp. NS1(2017),,1.0,0.1018,,0,0,
Yale-TB190,43990,Corynebacterium,Corynebacterium segmentosum,,247.0,25.133,,14.0,1.4245,
Yale-TB190,52773,Schaalia,Schaalia meyeri,,846.0,86.083,,356.0,36.2241,
Yale-TB190,712623,Streptococcus,Streptococcus sp. oral taxon 061,,3009.0,306.175,,90.0,9.1578,
Yale-TB190,615,Serratia,Serratia marcescens,,0,0,,4.0,0.407,
Yale-TB190,2056231,Pseudomonas,Pseudomonas qingdaonensis,,8.0,0.814,,8.0,0.814,
Yale-TB190,78331,Mycobacterium,Mycobacterium canetti,,41.0,4.1719,,35.0,3.5614,
Yale-TB190,216778,Stenotrophomonas,Stenotrophomonas rhizophila,,358.0,36.4276,,274.0,27.8803,
Yale-TB190,1852377,Actinomyces,Actinomyces pacaensis,,1221.0,124.24,,6.0,0.6105,
Yale-TB190,301,Pseudomonas,Pseudomonas oleovorans,,6.0,0.6105,,33.0,3.3579,
Yale-TB190,1655,Actinomyces,Actinomyces naeslundii,,891.0,90.6619,,1172.0,119.255,
Yale-TB190,158836,Enterobacter,Enterobacter hormaechei,,0,0,,81.0,8.242,
Yale-TB190,294,Pseudomonas,Pseudomonas fluorescens,,34.0,3.4596,,869.0,88.4234,
Yale-TB190,484,Neisseria,Neisseria flavescens,,1716.0,174.608,,5443.0,553.842,
Yale-TB190,38284,Corynebacterium,Corynebacterium accolens,,871.0,88.6269,,712.0,72.4481,
Yale-TB190,712122,Actinomyces,Actinomyces sp. oral taxon 414,,545.0,55.4554,,112.0,11.3963,
Yale-TB190,1659,Actinomyces,Actinomyces israelii,,132.0,13.4314,,94.0,9.5648,
Yale-TB190,544580,Actinomyces,Actinomyces oris,,6140.0,624.763,,4941.0,502.762,
Yale-TB190,712633,Streptococcus,Streptococcus sp. oral taxon 431,,2305.0,234.541,,322.0,32.7645,
Yale-TB190,287,Pseudomonas,Pseudomonas aeruginosa,,38580.0,3925.63,,34002.0,3459.81,
Yale-TB190,1318,Streptococcus,Streptococcus parasanguinis,,910.0,92.5952,,2156.0,219.379,
Yale-TB190,2789425,Actinomyces,Actinomyces sp. HMT 175,,627.0,63.7991,,113.0,11.4981,
Yale-TB190,573,Klebsiella,Klebsiella pneumoniae,,5.0,0.5088,,620.0,63.0869,
Yale-TB190,28131,Prevotella,Prevotella intermedia,,677.0,68.8868,,260.0,26.4558,
Yale-TB190,77133,"",uncultured bacterium,,886.0,90.1532,,227.0,23.0979,
Yale-TB190,641148,Neisseria,Neisseria sp. oral taxon 014,,2224.0,226.299,,660.0,67.157,
Yale-TB190,548,Klebsiella,Klebsiella aerogenes,,0,0,,9.0,0.9158,
Yale-TB190,55565,Actinomyces,Actinomyces graevenitzii,,1762.0,179.289,,1590.0,161.787,
Yale-TB190,300,Pseudomonas,Pseudomonas mendocina,,4.0,0.407,,44.0,4.4771,
Yale-TB190,648,Aeromonas,Aeromonas caviae,,1.0,0.1018,,16.0,1.6281,
Yale-TB190,470565,Prevotella,Prevotella histicola,,429.0,43.652,,457.0,46.5011,
Yale-TB190,376,Bradyrhizobium,Bradyrhizobium sp.,,0,0,,2.0,0.2035,
Yale-TB190,729,Haemophilus,Haemophilus parainfluenzae,,8976.0,913.335,,5629.0,572.768,
Yale-TB190,200451,Pseudomonas,Pseudomonas poae,,1.0,0.1018,,90.0,9.1578,
Yale-TB190,1660,Schaalia,Schaalia odontolytica,,31334.0,3188.33,,13399.0,1363.39,
Yale-TB190,1747,Cutibacterium,Cutibacterium acnes,,55.0,5.5964,,66.0,6.7157,
Yale-TB190,712116,Actinomyces,Actinomyces sp. oral taxon 169,,659.0,67.0552,,86.0,8.7508,
Yale-TB190,1313,Streptococcus,Streptococcus pneumoniae,,1660.0,168.91,,4763.0,484.65,
Yale-TB190,1773,Mycobacterium,Mycobacterium tuberculosis,,8856.0,901.125,,9669.0,983.85,
Yale-TB190,28132,Prevotella,Prevotella melaninogenica,,4146.0,421.868,,1972.0,200.657,
Yale-TB190,172042,Rothia,Rothia aeria,,1028.0,104.602,,826.0,84.048,
Yale-TB190,398694,Mycobacterium,Mycobacterium shinjukuense,,0,0,,2.0,0.2035,
Yale-TB190,2832643,"",Caudoviricetes sp.,,9814.0,998.604,,4884.0,496.962,
Yale-TB190,1379,Gemella,Gemella haemolysans,,334.0,33.9855,,255.0,25.947,
Yale-TB190,28037,Streptococcus,Streptococcus mitis,,4547.0,462.671,,3561.0,362.342,
Yale-TB190,178339,Pauljensenia,Pauljensenia hongkongensis,,315.0,32.0522,,67.0,6.8175,
Yale-TB190,1691904,Pseudomonas,Pseudomonas sediminis,,0,0,,81.0,8.242,
Yale-TB190,2610896,Streptococcus,Streptococcus sp. LPB0220,,696.0,70.8201,,13.0,1.3228,
Yale-TB190,1302,Streptococcus,Streptococcus gordonii,,2270.0,230.979,,1418.0,144.286,
Yale-TB190,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,61.0,6.2069,,89.0,9.056,
Yale-TB190,216816,Bifidobacterium,Bifidobacterium longum,,8.0,0.814,,10.0,1.0175,
Yale-TB190,2827834,"",Siphoviridae sp. ctJ0s2,,604.0,61.4588,,40.0,4.0701,
Yale-TB190,296,Pseudomonas,Pseudomonas fragi,,0,0,,17.0,1.7298,
Yale-TB190,1304,Streptococcus,Streptococcus salivarius,,541.0,55.0484,,369.0,37.5469,
Yale-TB190,1689,Bifidobacterium,Bifidobacterium dentium,,53.0,5.3929,,40.0,4.0701,
Yale-TB190,1750,Arachnia,Arachnia propionica,,1761.0,179.187,,916.0,93.2057,
Yale-TB190,2047,Rothia,Rothia dentocariosa,,332.0,33.782,,471.0,47.9257,
Yale-TB190,137732,Granulicatella,Granulicatella elegans,,586.0,59.6273,,346.0,35.2065,
Yale-TB190,190721,Ralstonia,Ralstonia insidiosa,,1.0,0.1018,,0,0,
Yale-TB190,489632,Pseudomonas,Pseudomonas chengduensis,,0,0,,4.0,0.407,
Yale-TB190,490,Neisseria,Neisseria sicca,,11060.0,1125.39,,20065.0,2041.67,
Yale-TB190,1656,Actinomyces,Actinomyces viscosus,,69.0,7.021,,220.0,22.3857,
Yale-TB190,28449,Neisseria,Neisseria subflava,,13368.0,1360.23,,10268.0,1044.8,
Yale-TB190,29466,Veillonella,Veillonella parvula,,3577.0,363.97,,1608.0,163.619,
Yale-TB190,47878,Pseudomonas,Pseudomonas azotoformans,,0,0,,22.0,2.2386,
Yale-TB190,303,Pseudomonas,Pseudomonas putida,,374597.0,38116.4,,227743.0,23173.5,
Yale-TB190,706438,Actinomyces,Actinomyces sp. oral taxon 171,,529.0,53.8273,,260.0,26.4558,
Yale-TB190,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,10379.0,1056.09,,775.0,78.8586,
Yale-TB190,1056807,Morococcus,Morococcus cerebrosus,,5445.0,554.045,,4958.0,504.491,
Yale-TB190,1177574,Prevotella,Prevotella jejuni,,676.0,68.785,,194.0,19.7401,
Yale-TB190,480,Moraxella,Moraxella catarrhalis,,0,0,,1.0,0.1018,
Yale-TB190,488,Neisseria,Neisseria mucosa,,56754.0,5774.89,,15256.0,1552.34,
Yale-TB190,43675,Rothia,Rothia mucilaginosa,,28237.0,2873.2,,16176.0,1645.96,
Yale-TB190,3049954,Orthopneumovirus,Orthopneumovirus hominis,,4.0,0.407,,4.0,0.407,
Yale-TB208,55565,Actinomyces,Actinomyces graevenitzii,,161.0,17.1499,,113.0,12.0369,
Yale-TB208,712435,Porphyromonas,Porphyromonas sp. oral taxon 275,,39.0,4.1543,,0,0,
Yale-TB208,28132,Prevotella,Prevotella melaninogenica,,1160.0,123.565,,510.0,54.3258,
Yale-TB208,3049954,Orthopneumovirus,Orthopneumovirus hominis,,6.0,0.6391,,6.0,0.6391,
Yale-TB208,29466,Veillonella,Veillonella parvula,,139.0,14.8064,,80.0,8.5217,
Yale-TB208,1302,Streptococcus,Streptococcus gordonii,,317.0,33.7672,,1677.0,178.636,
Yale-TB208,40324,Stenotrophomonas,Stenotrophomonas maltophilia,,2.0,0.213,,2.0,0.213,
Yale-TB208,1318,Streptococcus,Streptococcus parasanguinis,,284.0,30.252,,1450.0,154.456,
Yale-TB208,1747,Cutibacterium,Cutibacterium acnes,,26.0,2.7696,,16.0,1.7043,
Yale-TB208,1750,Arachnia,Arachnia propionica,,174.0,18.5347,,100.0,10.6521,
Yale-TB208,178339,Pauljensenia,Pauljensenia hongkongensis,,177.0,18.8542,,38.0,4.0478,
Yale-TB208,398694,Mycobacterium,Mycobacterium shinjukuense,,0,0,,6.0,0.6391,
Yale-TB208,2789425,Actinomyces,Actinomyces sp. HMT 175,,335.0,35.6846,,50.0,5.3261,
Yale-TB208,1313,Streptococcus,Streptococcus pneumoniae,,1414.0,150.621,,5284.0,562.858,
Yale-TB208,480,Moraxella,Moraxella catarrhalis,,0,0,,6.0,0.6391,
Yale-TB208,1303,Streptococcus,Streptococcus oralis,,6829.0,727.433,,5513.0,587.251,
Yale-TB208,287,Pseudomonas,Pseudomonas aeruginosa,,1.0,0.1065,,13.0,1.3848,
Yale-TB208,712623,Streptococcus,Streptococcus sp. oral taxon 061,,13535.0,1441.76,,317.0,33.7672,
Yale-TB208,648,Aeromonas,Aeromonas caviae,,0,0,,1.0,0.1065,
Yale-TB208,727,Haemophilus,Haemophilus influenzae,,26.0,2.7696,,64.0,6.8174,
Yale-TB208,1655,Actinomyces,Actinomyces naeslundii,,692.0,73.7126,,641.0,68.2801,
Yale-TB208,2047,Rothia,Rothia dentocariosa,,42.0,4.4739,,82.0,8.7347,
Yale-TB208,78331,Mycobacterium,Mycobacterium canetti,,38.0,4.0478,,61.0,6.4978,
Yale-TB208,544580,Actinomyces,Actinomyces oris,,1816.0,193.442,,1795.0,191.205,
Yale-TB208,712122,Actinomyces,Actinomyces sp. oral taxon 414,,6291.0,670.125,,2585.0,275.357,
Yale-TB208,28131,Prevotella,Prevotella intermedia,,77.0,8.2021,,33.0,3.5152,
Yale-TB208,158836,Enterobacter,Enterobacter hormaechei,,0,0,,22.0,2.3435,
Yale-TB208,470565,Prevotella,Prevotella histicola,,23.0,2.45,,83.0,8.8413,
Yale-TB208,706438,Actinomyces,Actinomyces sp. oral taxon 171,,413.0,43.9932,,113.0,12.0369,
Yale-TB208,1379,Gemella,Gemella haemolysans,,52.0,5.5391,,17.0,1.8109,
Yale-TB208,729,Haemophilus,Haemophilus parainfluenzae,,790.0,84.1517,,483.0,51.4497,
Yale-TB208,216816,Bifidobacterium,Bifidobacterium longum,,210.0,22.3694,,172.0,18.3216,
Yale-TB208,488,Neisseria,Neisseria mucosa,,35187.0,3748.16,,11732.0,1249.71,
Yale-TB208,1305738,Mycobacterium,Mycobacterium orygis,,4.0,0.4261,,8.0,0.8522,
Yale-TB208,641148,Neisseria,Neisseria sp. oral taxon 014,,2067.0,220.179,,561.0,59.7584,
Yale-TB208,1304,Streptococcus,Streptococcus salivarius,,429.0,45.6976,,297.0,31.6368,
Yale-TB208,1689,Bifidobacterium,Bifidobacterium dentium,,102.0,10.8652,,74.0,7.8826,
Yale-TB208,712116,Actinomyces,Actinomyces sp. oral taxon 169,,486.0,51.7693,,50.0,5.3261,
Yale-TB208,573,Klebsiella,Klebsiella pneumoniae,,0,0,,161.0,17.1499,
Yale-TB208,43675,Rothia,Rothia mucilaginosa,,3232.0,344.276,,1533.0,163.297,
Yale-TB208,47671,Lautropia,Lautropia mirabilis,,2376.0,253.094,,1917.0,204.201,
Yale-TB208,301,Pseudomonas,Pseudomonas oleovorans,,0,0,,1.0,0.1065,
Yale-TB208,28449,Neisseria,Neisseria subflava,,18259.0,1944.97,,12473.0,1328.64,
Yale-TB208,1656,Actinomyces,Actinomyces viscosus,,257.0,27.3759,,152.0,16.1912,
Yale-TB208,1659,Actinomyces,Actinomyces israelii,,935.0,99.5973,,343.0,36.5368,
Yale-TB208,38284,Corynebacterium,Corynebacterium accolens,,4.0,0.4261,,0,0,
Yale-TB208,39778,Veillonella,Veillonella dispar,,225.0,23.9673,,68.0,7.2434,
Yale-TB208,172042,Rothia,Rothia aeria,,270.0,28.7607,,294.0,31.3172,
Yale-TB208,1852377,Actinomyces,Actinomyces pacaensis,,91.0,9.6934,,0,0,
Yale-TB208,28037,Streptococcus,Streptococcus mitis,,2885.0,307.313,,3396.0,361.746,
Yale-TB208,2832643,"",Caudoviricetes sp.,,2023.0,215.492,,1658.0,176.612,
Yale-TB208,1773,Mycobacterium,Mycobacterium tuberculosis,,14191.0,1511.64,,13599.0,1448.58,
Yale-TB208,77133,"",uncultured bacterium,,263.0,28.0151,,18.0,1.9174,
Yale-TB208,137732,Granulicatella,Granulicatella elegans,,3.0,0.3196,,2.0,0.213,
Yale-TB208,490,Neisseria,Neisseria sicca,,14688.0,1564.58,,17611.0,1875.94,
Yale-TB208,52773,Schaalia,Schaalia meyeri,,446.0,47.5084,,100.0,10.6521,
Yale-TB208,712633,Streptococcus,Streptococcus sp. oral taxon 431,,4423.0,471.143,,516.0,54.9649,
Yale-TB208,2610896,Streptococcus,Streptococcus sp. LPB0220,,162.0,17.2564,,1.0,0.1065,
Yale-TB208,1056807,Morococcus,Morococcus cerebrosus,,1870.0,199.195,,2663.0,283.666,
Yale-TB208,484,Neisseria,Neisseria flavescens,,4027.0,428.961,,6698.0,713.479,
Yale-TB208,1177574,Prevotella,Prevotella jejuni,,100.0,10.6521,,53.0,5.6456,
Yale-TB208,1660,Schaalia,Schaalia odontolytica,,6431.0,685.037,,782.0,83.2995,
Yale-TB203,1313,Streptococcus,Streptococcus pneumoniae,,3697.0,411.691,,7599.0,846.21,
Yale-TB203,1747,Cutibacterium,Cutibacterium acnes,,74.0,8.2405,,68.0,7.5724,
Yale-TB203,29466,Veillonella,Veillonella parvula,,1506.0,167.705,,663.0,73.8304,
Yale-TB203,544580,Actinomyces,Actinomyces oris,,20947.0,2332.62,,21771.0,2424.38,
Yale-TB203,1852377,Actinomyces,Actinomyces pacaensis,,662.0,73.7191,,2.0,0.2227,
Yale-TB203,28037,Streptococcus,Streptococcus mitis,,13298.0,1480.84,,7824.0,871.266,
Yale-TB203,43675,Rothia,Rothia mucilaginosa,,4899.0,545.543,,2765.0,307.905,
Yale-TB203,216816,Bifidobacterium,Bifidobacterium longum,,39.0,4.343,,26.0,2.8953,
Yale-TB203,38284,Corynebacterium,Corynebacterium accolens,,3.0,0.3341,,2.0,0.2227,
Yale-TB203,28132,Prevotella,Prevotella melaninogenica,,3767.0,419.486,,2280.0,253.897,
Yale-TB203,2715960,Bradyrhizobium,Bradyrhizobium sp. PSBB068,,3.0,0.3341,,0,0,
Yale-TB203,28131,Prevotella,Prevotella intermedia,,1365.0,152.004,,715.0,79.6211,
Yale-TB203,158836,Enterobacter,Enterobacter hormaechei,,29.0,3.2294,,92.0,10.2449,
Yale-TB203,480,Moraxella,Moraxella catarrhalis,,0,0,,5.0,0.5568,
Yale-TB203,1773,Mycobacterium,Mycobacterium tuberculosis,,20772.0,2313.13,,19933.0,2219.7,
Yale-TB203,78543,Pseudomonas,Pseudomonas migulae,,1.0,0.1114,,0,0,
Yale-TB203,706438,Actinomyces,Actinomyces sp. oral taxon 171,,2999.0,333.963,,1306.0,145.434,
Yale-TB203,1379,Gemella,Gemella haemolysans,,477.0,53.1178,,342.0,38.0845,
Yale-TB203,712116,Actinomyces,Actinomyces sp. oral taxon 169,,10629.0,1183.63,,1093.0,121.714,
Yale-TB203,296,Pseudomonas,Pseudomonas fragi,,2.0,0.2227,,0,0,
Yale-TB203,1305738,Mycobacterium,Mycobacterium orygis,,14.0,1.559,,11.0,1.2249,
Yale-TB203,398694,Mycobacterium,Mycobacterium shinjukuense,,6.0,0.6681,,3.0,0.3341,
Yale-TB203,287,Pseudomonas,Pseudomonas aeruginosa,,8.0,0.8909,,66.0,7.3496,
Yale-TB203,301,Pseudomonas,Pseudomonas oleovorans,,0,0,,12.0,1.3363,
Yale-TB203,648,Aeromonas,Aeromonas caviae,,1.0,0.1114,,1.0,0.1114,
