strain	study	continent	region	lineage	spoligotype	res_profile	INH	STR	RIF	EMB	ETH	PZA	OFL	KAN	num_res	country	date
ERR234569	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Russia	2008-XX-XX
ERR234575	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Russia	2008-XX-XX
ERR234585	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Russia	2008-XX-XX
ERR234616	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	polyDR	1	0	0	1	0	0	0	0	2	Russia	2008-XX-XX
ERR234620	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Russia	2008-XX-XX
ERR234624	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Russia	2008-XX-XX
ERR234629	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Russia	20XX-XX-XX
ERR234645	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	1	0	0	0	0	3	Russia	2008-XX-XX
ERR234651	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	1	0	0	0	0	3	Russia	2009-XX-XX
ERR234662	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	1	0	0	0	0	3	Russia	2010-XX-XX
ERR234683	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Russia	2010-XX-XX
ERR234693	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	polyDR	1	1	0	0	0	0	0	0	2	Russia	2010-XX-XX
ERR234696	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	T1	polyDR	1	1	0	0	0	0	0	0	2	Russia	2010-XX-XX
ERR234699	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	polyDR	1	1	0	0	0	0	0	0	2	Russia	2010-XX-XX
PRJNA234549	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Moldova	2010-XX-XX
PRJNA234569	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Moldova	2010-XX-XX
PRJNA234611	TBARC.Moldova	Europe	Eastern_Europe	LIN-2	Beijing	polyDR	1	1	0	1	0	0	0	0	3	Moldova	2010-XX-XX
ERR550946	Merker et al., 2015	Oceania	Melanesia	LIN-2	Beijing	polyDR	1	1	0	0	1	0	0	0	3	Papua New Guinea	2005-XX-XX
ERR234263	Comas et al., 2013	North_America	Northern_America	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	USA	20XX-XX-XX
ERR038294	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2007-XX-XX
ERR038295	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2007-XX-XX
ERR038296	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2008-XX-XX
ERR038297	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2008-XX-XX
ERR046784	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2008-XX-XX
ERR046785	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2009-XX-XX
ERR046786	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2009-XX-XX
ERR046787	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2009-XX-XX
ERR046788	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2009-XX-XX
ERR046789	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2009-XX-XX
ERR046790	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2009-XX-XX
ERR046792	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2005-XX-XX
ERR046793	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2008-XX-XX
ERR046794	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2008-XX-XX
ERR046795	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2009-XX-XX
ERR046800	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2007-XX-XX
ERR046825	Walker et al., 2013	Europe	Northern_Europe	LIN-4	X2	polyDR	0	0	1	0	1	0	0	0	2	UK	2007-XX-XX
ERR046911	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2005-XX-XX
ERR046913	Walker et al., 2013	Europe	Northern_Europe	LIN-4	T1	polyDR	0	1	1	1	0	0	1	0	4	UK	2005-XX-XX
PRJNA229232	TBARC.Sweden	Europe	Northern_Europe	LIN-4	H4	polyDR	0	0	1	1	0	0	0	0	2	Sweden	2005-XX-XX
ERR028609	Bryant et al., 2013	Europe	Northern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	1	0	0	0	3	Estonia	2005-XX-XX
PRJNA229206	TBARC.Sweden	Europe	Northern_Europe	LIN-4	T2,X1	polyDR	1	1	0	0	0	0	1	0	3	Sweden	2003-XX-XX
PRJNA229223	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	polyDR	1	1	0	1	0	0	0	1	4	Sweden	2004-XX-XX
PRJNA229297	TBARC.Sweden	Europe	Northern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Sweden	2010-XX-XX
ERR552190	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	polyDR	0	1	0	0	1	0	0	0	2	Thailand	2005-XX-XX
ERR550940	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Thailand	2011-XX-XX
ERR551155	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Thailand	2011-XX-XX
ERR551694	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Vietnam	2002-XX-XX
ERR552549	Merker et al., 2015	Asia	Southeastern_Asia	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Thailand	2011-XX-XX
PRJNA228160	TBARC.MRC	Africa	Southern_Africa	LIN-2	Beijing	polyDR	0	1	1	0	0	0	0	0	2	South Africa	2006-XX-XX
PRJNA235566	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	polyDR	0	0	1	0	0	0	0	1	2	South Africa	2013-XX-XX
PRJNA235572	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	polyDR	0	0	1	1	0	0	0	0	2	South Africa	2013-XX-XX
PRJNA198107	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	South Africa	2008-XX-XX
PRJNA198110	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	T1	polyDR	1	0	0	1	0	0	0	0	2	South Africa	2008-XX-XX
PRJNA198111	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	polyDR	1	1	0	0	0	0	0	0	2	South Africa	2008-XX-XX
PRJNA198118	Cohen et al., 2015	Africa	Southern_Africa	LIN-3	CAS1-Kili	polyDR	1	1	0	1	0	0	0	0	3	South Africa	2008-XX-XX
PRJNA198129	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	X3	polyDR	1	1	0	0	0	0	0	0	2	South Africa	2008-XX-XX
PRJNA198132	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	T5-RUS1	polyDR	1	0	0	0	1	0	0	0	2	South Africa	2008-XX-XX
PRJNA198141	Cohen et al., 2015	Africa	Southern_Africa	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	South Africa	2008-XX-XX
PRJNA198144	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	polyDR	1	1	0	0	0	0	0	0	2	South Africa	2009-XX-XX
PRJNA228070	TBARC.MRC	Africa	Southern_Africa	LIN-3	CAS1-Kili	polyDR	1	1	0	1	0	0	0	0	3	South Africa	2006-XX-XX
PRJNA235399	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	polyDR	1	1	0	0	0	0	0	0	2	South Africa	2013-XX-XX
PRJNA235400	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM3	polyDR	1	1	0	0	0	0	0	0	2	South Africa	2013-XX-XX
PRJNA235612	Cohen et al., 2015	Africa	Southern_Africa	LIN-4	LAM4	polyDR	1	1	0	1	0	0	0	0	3	South Africa	2013-XX-XX
PRJNA235640	TBARC.India	Asia	Southern_Asia	LIN-1	EAI3-IND	polyDR	1	1	0	0	0	0	0	0	2	India	2001-XX-XX
PRJNA235765	TBARC.India	Asia	Southern_Asia	LIN-1	EAI5	polyDR	1	0	0	0	1	0	0	0	2	India	2003-XX-XX
PRJNA235776	TBARC.India	Asia	Southern_Asia	LIN-1	EAI1-SOM	polyDR	1	1	0	0	0	0	0	0	2	India	2003-XX-XX
PRJNA235813	TBARC.India	Asia	Southern_Asia	LIN-3	CAS2	polyDR	1	1	0	0	0	0	0	0	2	India	2003-XX-XX
PRJNA235814	TBARC.India	Asia	Southern_Asia	LIN-1	EAI5	polyDR	1	1	0	0	0	0	0	0	2	India	2003-XX-XX
PRJNA235825	TBARC.India	Asia	Southern_Asia	LIN-1	EAI3-IND	polyDR	1	1	0	0	0	0	0	0	2	India	2010-XX-XX
PRJNA235850	TBARC.India	Asia	Southern_Asia	LIN-1	EAI5	polyDR	1	0	0	1	0	0	0	0	2	India	1999-XX-XX
PRJNA237414	TBARC.Iran	Asia	Southern_Asia	LIN-2	Beijing	polyDR	1	1	0	1	0	0	1	0	4	Iran	2012-XX-XX
ERR275208	Perdigao et al., 2014	Europe	Southern_Europe	LIN-4	X1	polyDR	0	1	1	0	0	0	0	0	2	Portugal	20XX-XX-XX
ERR275194	Perdigao et al., 2014	Europe	Southern_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Portugal	20XX-XX-XX
ERR275200	Perdigao et al., 2014	Europe	Southern_Europe	LIN-4	LAM1	polyDR	1	1	0	0	0	0	0	0	2	Portugal	20XX-XX-XX
ERR275201	Perdigao et al., 2014	Europe	Southern_Europe	LIN-4	LAM4	polyDR	1	1	0	0	1	0	0	0	3	Portugal	20XX-XX-XX
ERR275205	Perdigao et al., 2014	Europe	Southern_Europe	LIN-3	CAS1-Delhi	polyDR	1	1	0	0	0	0	0	0	2	Portugal	20XX-XX-XX
ERR234203	Comas et al., 2013	Africa	West_Africa	LIN-4	X3	polyDR	1	1	0	0	0	0	0	0	2	Ghana	20XX-XX-XX
PRJNA211654	Winglee et al., 2015	Africa	West_Africa	LIN-4	T1	polyDR	1	1	0	0	0	0	0	0	2	Mali	2007-XX-XX
PRJNA211698	Winglee et al., 2015	Africa	West_Africa	LIN-4	T5-Madrid2	polyDR	1	1	0	0	0	0	0	0	2	Mali	2008-XX-XX
PRJNA211702	Winglee et al., 2015	Africa	West_Africa	LIN-6	AFRI_1	polyDR	1	0	0	1	0	0	1	0	3	Mali	2008-XX-XX
ERR025439	Bryant et al., 2013	Europe	Western_Europe	LIN-2	Beijing	polyDR	1	1	0	0	1	0	0	0	3	Netherlands	1998-XX-XX
ERR026476	Bryant et al., 2013	Europe	Western_Europe	LIN-4	T3-ETH	polyDR	1	1	0	0	0	0	0	0	2	Netherlands	1999-XX-XX
ERR029204	Bryant et al., 2013	Europe	Western_Europe	LIN-4	T3-ETH	polyDR	1	1	0	0	0	0	0	0	2	Netherlands	1999-XX-XX
ERR552555	Merker et al., 2015	Europe	Western_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Germany	1995-XX-XX
ERR552949	Merker et al., 2015	Europe	Western_Europe	LIN-2	Beijing	polyDR	1	1	0	0	0	0	0	0	2	Germany	2002-XX-XX
ERR550778	Merker et al., 2015	Asia	Central_Asia	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	Uzbekistan	2005-XX-XX
ERR552580	Merker et al., 2015	Asia	Central_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Uzbekistan	2004-XX-XX
ERR553098	Merker et al., 2015	Asia	Central_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Uzbekistan	2004-XX-XX
ERR553251	Merker et al., 2015	Asia	Central_Asia	LIN-2	Beijing	preXDR	1	1	1	0	0	1	0	1	5	Uzbekistan	2004-XX-XX
PRJNA223582	TBARC.CDRC	Africa	Eastern_Africa	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Uganda	20XX-XX-XX
PRJNA223595	TBARC.CDRC	Africa	Eastern_Africa	LIN-4	T1	preXDR	1	1	1	1	0	0	1	0	5	Uganda	20XX-XX-XX
PRJNA233345	TBARC.CDRC	Africa	Eastern_Africa	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Uganda	20XX-XX-XX
PRJNA219753	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	1	0	4	South Korea	2005-XX-XX
PRJNA219754	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	1	0	4	South Korea	2005-XX-XX
PRJNA219755	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	South Korea	2005-XX-XX
PRJNA219756	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	South Korea	2005-XX-XX
PRJNA219758	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	0	1	4	South Korea	2005-XX-XX
PRJNA219766	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	South Korea	2005-XX-XX
PRJNA219768	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	0	0	1	1	0	5	South Korea	2006-XX-XX
PRJNA219774	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	0	1	4	South Korea	2007-XX-XX
PRJNA219796	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	ATYPIC	preXDR	1	1	1	1	1	0	1	0	6	South Korea	2007-XX-XX
PRJNA219797	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	South Korea	2008-XX-XX
PRJNA219798	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	1	0	1	0	5	South Korea	2008-XX-XX
PRJNA219799	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	0	1	4	South Korea	2009-XX-XX
PRJNA219800	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	South Korea	2005-XX-XX
PRJNA219806	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	South Korea	2006-XX-XX
PRJNA219808	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	1	0	4	South Korea	2005-XX-XX
PRJNA219813	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	1	0	4	South Korea	2007-XX-XX
PRJNA219821	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	1	1	0	6	South Korea	2007-XX-XX
PRJNA219822	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	South Korea	2007-XX-XX
PRJNA219832	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	1	0	4	South Korea	2013-XX-XX
PRJNA219833	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	1	0	4	South Korea	2013-XX-XX
PRJNA219836	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	South Korea	2013-XX-XX
PRJNA219839	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	South Korea	2013-XX-XX
PRJNA226764	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	ATYPIC	preXDR	1	0	1	1	1	1	1	0	6	South Korea	2006-XX-XX
PRJNA226766	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	1	1	0	6	South Korea	2005-XX-XX
PRJNA226778	TBARC.CDRC	Asia	Eastern_Asia	LIN-2	ATYPIC	preXDR	1	1	1	1	1	0	0	1	6	South Korea	2008-XX-XX
SRR671724	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671751	Zhang et al., 2013	Asia	Eastern_Asia	LIN-4	T1	preXDR	1	0	1	1	0	0	1	0	4	China	2006-XX-XX
SRR671758	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	China	2006-XX-XX
SRR671769	Zhang et al., 2013	Asia	Eastern_Asia	LIN-4	T1	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671774	Zhang et al., 2013	Asia	Eastern_Asia	LIN-4	T1	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671784	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	0	1	0	1	0	4	China	2006-XX-XX
SRR671785	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671787	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	China	2006-XX-XX
SRR671796	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	China	2006-XX-XX
SRR671797	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	1	1	0	7	China	2006-XX-XX
SRR671804	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671807	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	1	0	1	6	China	2006-XX-XX
SRR671812	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	China	2006-XX-XX
SRR671813	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671819	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671822	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671825	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	1	1	1	0	6	China	2006-XX-XX
SRR671826	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	0	1	0	4	China	2006-XX-XX
SRR671828	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	0	1	1	0	1	1	0	5	China	2006-XX-XX
SRR671839	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671844	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	China	2006-XX-XX
SRR671852	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671854	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	0	1	0	1	0	5	China	2006-XX-XX
SRR671855	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	China	2006-XX-XX
SRR671862	Zhang et al., 2013	Asia	Eastern_Asia	LIN-4	LAM9	preXDR	1	1	1	1	0	0	1	0	5	China	2006-XX-XX
SRR671867	Zhang et al., 2013	Asia	Eastern_Asia	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	China	2006-XX-XX
ERR015616	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	1	0	6	Russia	20XX-XX-XX
ERR067581	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	0	1	4	Russia	2008-XX-XX
ERR067588	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2008-XX-XX
ERR067592	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR067593	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2008-XX-XX
ERR067615	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	preXDR	1	1	1	1	0	0	1	0	5	Russia	2008-XX-XX
ERR067618	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR067619	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	1	1	0	5	Russia	2008-XX-XX
ERR067628	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	0	1	0	0	0	0	1	3	Russia	20XX-XX-XX
ERR067631	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2008-XX-XX
ERR067635	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR067644	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	1	0	6	Russia	2009-XX-XX
ERR067653	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR067659	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR067674	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR067679	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	LAM9	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR067694	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2008-XX-XX
ERR067696	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	1	0	0	1	5	Russia	2008-XX-XX
ERR067717	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2009-XX-XX
ERR067718	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR067722	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2008-XX-XX
ERR067749	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	20XX-XX-XX
ERR067750	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR067752	Casali et al., 2014	Europe	Eastern_Europe	LIN-4	H3	preXDR	1	1	1	1	0	0	1	0	5	Russia	2008-XX-XX
ERR067755	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2008-XX-XX
ERR067760	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2008-XX-XX
ERR067761	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	0	0	0	1	0	4	Russia	2008-XX-XX
ERR108420	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	1	0	5	Russia	2009-XX-XX
ERR108428	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR108435	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Russia	2009-XX-XX
ERR108439	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR108443	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	0	0	1	6	Russia	2009-XX-XX
ERR108453	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Russia	2009-XX-XX
ERR108455	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR108469	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	1	1	0	1	7	Russia	2009-XX-XX
ERR108488	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR108494	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	0	0	1	5	Russia	2009-XX-XX
ERR108498	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	0	1	6	Russia	2008-XX-XX
ERR108500	Casali et al., 2014	Europe	Eastern_Europe	LIN-2	Beijing	preXDR	1	1	1	1	0	1	0	1	6	Russia	2008-XX-XX
